Dist_A0,Dist_A1,Dist_A2,Dist_A3,Dist_A4,Dist_A5,Dist_A6,Dist_A7
4.637715816,6.237039089,4.617874146,3.33099699,5.038957596,5.562417507,5.206578732,3.019458771
5.187909603,4.122456551,3.374785662,5.453335762,5.599215984,3.776185036,3.591662645,4.87833786
4.977850914,2.921442747,3.969429016,5.824655533,5.279856205,2.761322498,4.33177948,5.782738209
4.406250954,4.656020164,4.446164131,4.55189991,4.824200153,3.916856527,4.616581917,4.619315624
5.801012039,4.909194469,3.122806787,5.142150879,6.152733803,4.61098671,3.376776695,4.619765282
4.232088089,4.471075535,4.02456665,4.654212475,4.673848152,4.098974228,4.610879421,4.133696079
4.821043968,6.192050457,4.264772892,3.587241411,5.121584892,5.562763691,4.619040489,3.092119217
4.289834023,4.598455429,4.195604801,4.696374416,4.617431641,4.17706728,4.556591511,4.226112366
3.073837757,5.407948971,5.40341711,4.402112484,3.395467758,4.462624073,5.96736145,4.102257729
5.022592545,5.898620129,3.587340355,4.339725018,5.322160721,4.832122803,4.285866737,3.65200448
5.139453411,5.55689764,3.94795537,4.217063427,5.368152618,5.378274441,4.277360439,3.678778887
4.861572742,3.290392399,4.060309887,6.205321789,5.352376938,2.807669878,4.412849903,5.727444172
4.829661846,3.586627007,4.045148849,5.792356968,5.354823112,2.861554146,4.377686501,5.727296829
4.313862801,6.073617458,4.558963776,3.515669823,4.597484112,5.352307796,5.46624136,3.092546225
4.708976269,3.796273947,4.0148592,5.593624592,5.256670952,2.975632191,4.368547916,5.520625114
3.856003046,5.589725494,4.019064426,5.457909584,5.132047176,3.867967606,5.427876949,4.094213009
4.943778515,5.910694122,4.093980789,3.701708078,4.925709248,5.313575268,4.525123596,3.285918474
5.404623985,5.182524204,3.332818747,4.770946026,5.7688694,4.755238056,3.875382662,4.121063709
3.020977497,5.257536888,5.576710701,4.438366413,3.369395018,4.397024155,6.018305779,4.213555813
4.363836288,4.47614193,4.484029293,4.521118641,4.75867939,3.918129683,4.622542858,4.634693146
4.21776104,4.552905083,4.237081528,4.653958321,4.599244118,4.081045628,4.691703796,4.296914577
3.95491004,5.211941242,4.40826273,4.786587715,4.766469955,3.910116196,4.923276424,4.105237484
4.212374687,4.469736099,4.158826351,4.685950279,4.597234726,4.108770847,4.627909184,4.123775005
4.627259731,6.283829689,4.37481451,3.646578789,4.994411469,5.572716713,4.870504856,2.979697227
5.053931236,5.53908968,3.802271128,4.30335474,5.317538261,5.557031155,4.096360207,3.64696455
3.192495346,5.302175999,5.314538956,4.389831543,3.481328726,4.50042963,5.875322342,4.092419147
5.729300499,4.914008617,2.831337452,5.209796906,6.142690659,4.365132809,3.159687996,4.689484119
3.572211504,5.377131939,5.289037704,4.055997849,3.642167807,4.78551054,5.598264217,3.74887228
4.346090317,4.519081593,4.436352253,4.580643177,4.684029579,4.06678009,4.675134659,4.51696825
4.31713295,4.515646458,4.295929432,4.630443573,4.781318665,4.053585052,4.620854378,4.468748569
4.571703434,6.21044445,4.515074253,3.365727901,5.03081274,5.629564762,4.993170738,2.969082355
4.349319935,4.391130447,4.283137798,4.598301888,4.68177557,4.087631226,4.733119488,4.523766518
3.007796526,5.308310986,5.554296017,4.436669827,3.234386206,4.445931911,6.042316914,4.185553074
3.127642393,5.386063099,5.444265842,4.36638689,3.242095709,4.47431612,5.934653282,4.112856865
5.134784698,5.447840214,3.782601833,4.355204105,5.527337551,5.082271099,3.905394554,3.723269939
4.695687294,3.139803886,4.10089159,5.668443203,5.159558773,2.909389973,4.453356266,5.584097862
3.664317846,5.605785847,4.869254112,3.83204937,3.907753229,4.896542072,5.816068172,3.670929909
6.071936607,4.947054386,2.743127584,5.417942047,6.424468517,4.604974747,3.021541834,4.645949841
4.489644527,6.331595421,4.558496952,3.252184629,5.229535103,5.719819069,4.834170818,2.820371628
4.013993263,5.393406391,4.20854187,5.360890865,5.115802765,3.908097744,5.298265934,4.225651264
4.521284103,6.418897629,4.673439503,3.259094715,4.627224922,5.693603992,5.073594093,2.864302635
4.818719864,3.281917572,4.175114632,5.802923679,5.311926365,2.78350687,4.400483608,5.730369568
4.14251852,4.428136349,4.326182365,4.550364971,4.636044979,4.078186989,4.834953308,4.426552773
4.139868259,4.631160259,4.372451305,4.607494831,4.551943302,4.063125134,4.801540852,4.319149971
4.966012478,5.310698986,3.545269251,4.312579155,5.37760973,4.909283638,4.705930233,3.699863672
4.623850346,3.872385502,4.260554314,5.958307266,5.082716465,3.084471703,4.543791294,5.45522213
4.549916267,6.300848484,4.686886311,3.323374987,4.578010559,5.669028282,5.296264172,2.89448452
3.1067698,5.352414608,5.45164156,4.437147141,3.38840723,4.403077602,5.981683254,4.204330921
4.21709919,4.724622726,4.192145348,4.702026844,4.513160706,4.081332207,4.622679234,4.124828815
4.495203018,6.448422909,4.650369167,3.198604822,4.790527344,5.7259202,5.103010654,2.785199165
4.603154659,6.276446342,4.606778145,3.38036561,4.919621468,5.661385059,5.665837765,3.243016005
4.698481083,3.700749874,3.925999165,5.722990513,5.355520725,2.874391794,4.408708572,5.672738075
5.550237179,4.747709274,2.906104326,5.05374527,5.847188473,4.48727417,3.370525599,4.62584734
4.991138458,2.964788198,4.083479404,6.206858635,5.388048172,2.821222305,4.354371548,5.770792484
5.792043209,4.832032204,3.121464729,5.149353981,6.079863071,4.360435963,3.349730492,4.722609997
4.130456924,4.739431858,3.985060215,4.704381466,4.699419022,3.921186447,4.63624382,4.110135555
5.244843483,4.378365517,3.471370697,5.324517727,5.697581768,3.875582695,3.448037863,4.791245461
4.401572227,4.673863888,4.098161697,4.784478188,4.547987461,4.122577667,4.550245285,4.240546703
3.13226676,5.26917696,5.442118645,4.393494606,3.421769142,4.484515667,5.898703098,4.115894794
4.966090679,6.018898487,4.134630203,3.649544001,4.893317699,5.317883015,4.483792305,3.237426281
3.134013653,5.325902462,5.474864483,4.384944916,3.432289839,4.476988316,5.942656994,4.104576588
4.579935074,6.345565796,4.656031132,3.30594039,4.667706013,5.650985718,5.32030201,2.857296228
4.257450104,4.559878349,4.150603771,4.66891861,4.706666946,4.178355217,4.568180561,4.200638294
4.025611877,5.463521957,4.231427193,5.351016521,5.278902531,3.895751238,5.286130428,4.181506634
3.067574739,5.217799664,5.487429619,4.430252552,3.345251799,4.382748127,5.96789217,4.21556282
5.069723606,6.1863904,3.615540981,4.295280457,5.355498791,4.9514184,4.790141582,3.651721954
5.951029301,5.057118416,2.88577342,5.333564758,6.336860657,4.58276844,3.056671143,4.653586388
4.317583561,4.348000526,4.378709793,4.57312727,4.782022476,4.086238861,4.756569386,4.523776054
5.02840519,5.656007767,3.834887981,4.18842268,5.351407051,5.044752598,4.111001968,3.57303071
4.724618912,3.857851028,3.963489771,5.62240839,5.276699066,3.025649786,4.356698036,5.540035248
5.798502445,4.912534237,3.170287848,5.180549622,6.115481377,4.508954048,3.312599421,4.631328106
5.107919693,5.618613243,3.864450693,4.160832405,5.279860973,5.234988689,4.291699409,3.585799217
4.518029213,6.153542995,4.642710686,3.404904366,4.859357834,5.436602116,5.332474709,3.051676989
5.067608833,5.548313141,3.951313972,4.272629261,5.295860767,5.319219589,4.460224628,3.71575141
5.103042603,5.636554718,3.743909359,4.257548332,5.313868046,5.033047676,3.997096062,3.595822334
3.118728161,5.192695618,5.493009567,4.39088583,3.412515402,4.426280975,5.970532894,4.161644936
4.973775387,3.624113798,4.073654175,5.896941662,5.460718632,2.685720682,4.323496819,5.776824474
5.133825779,5.448587418,3.904263973,4.303918839,5.395838737,5.194621086,4.331501007,3.743100643
4.253848553,4.493499756,4.10667181,4.650849819,4.640233994,4.165379524,4.60632658,4.204310417
4.105676174,4.795515537,4.146240234,4.707286835,4.582680225,3.811169386,4.654373169,4.154875278
3.050916195,5.197948933,5.570067406,4.485933304,3.411721706,4.414132595,6.017930031,4.228569984
4.209276199,4.526893139,4.14561224,4.668023109,4.643774986,4.138548851,4.622134209,4.176368237
5.149819374,5.958292007,3.579629898,4.230904579,5.452819824,4.941262245,4.172430992,3.644157648
3.855633497,5.543337822,4.101980686,5.474170685,5.179139137,3.862561464,5.369229317,4.088362694
3.361049891,4.810201168,5.109638691,4.635746956,3.859309673,4.257023811,5.535211086,4.191336632
4.680386543,3.30910182,4.16242981,5.643527508,5.089330196,3.017320871,4.463920116,5.574369431
4.180808544,4.504747868,4.191058159,4.754480839,4.586251736,4.066862583,4.595592499,4.228408813
3.243007421,5.184973717,5.479287624,4.329912186,3.429126978,4.589205265,5.900799274,4.071242332
3.045984268,5.219968319,5.536918163,4.532779694,3.39059639,4.342657089,6.003343105,4.23874855
3.194849968,5.176056385,5.398442268,4.35607481,3.421621323,4.462734222,5.925631046,4.119318485
3.997318268,5.27263546,4.279056549,5.334318161,5.378165245,3.916543722,5.278285503,4.206147671
5.192155838,5.355738163,3.763171196,4.423859596,5.464091778,5.004347324,3.825794935,3.790556908
4.596179962,6.153535366,4.575729847,3.340995073,4.969418049,5.457397938,5.199608326,3.014582872
4.25661993,4.566438675,4.132357597,4.658403397,4.652342796,4.099239826,4.634507656,4.111169815
4.949795723,6.125930786,3.631968021,4.302671432,5.332237244,4.966611385,4.215960979,3.678575754
4.625512123,6.243758678,4.566800594,3.331566095,4.74259758,5.671729565,4.829349041,2.833055258
4.71847105,3.724049807,3.931694508,5.69625473,5.353722572,2.908850193,4.334417343,5.585932255
4.713840008,3.486832857,4.093170166,5.568695068,5.171089172,3.011993408,4.404634476,5.547077656
4.94783926,5.142478943,3.825760841,4.561010838,5.169001579,4.64192915,4.609912872,4.042854309
4.113071918,3.869395971,4.765314579,5.392677307,4.443074226,3.44562459,5.023516178,4.959252357
5.489082813,4.67209816,2.89205265,5.303667545,5.852035522,4.067664623,3.262911558,4.724648476
4.779117584,3.804073334,3.973542929,5.607655048,5.248542786,2.978002787,4.345953941,5.543483734
3.022823334,5.176893234,5.555202007,4.527680397,3.242813349,4.426062107,5.993381023,4.193434238
5.725404263,4.763902664,3.070645332,5.182854652,6.120641232,4.333656311,3.412463427,4.716355801
3.874363422,5.373862743,4.041495323,5.352324486,5.163748264,3.872164965,5.349402905,4.101501465
5.592611313,4.716300011,2.858713627,5.299313545,5.964992523,4.118551731,3.178005934,4.713361263
5.844830513,4.900835991,3.239316463,5.270971298,6.193933964,4.428956985,3.248172045,4.757675648
4.680864334,3.427039623,4.149669647,5.628786564,5.108996391,2.983559608,4.447850227,5.596191883
6.034541607,5.062757969,2.520994186,5.383387089,6.456547737,4.598209381,3.36269331,4.586690426
5.121133327,5.638360977,3.840241194,4.232104301,5.422764778,4.971814632,4.591374874,3.600794554
5.452063084,5.158435345,3.161787748,4.952875614,5.819778919,4.65221405,3.645830631,4.286428452
5.202808857,5.542006016,3.72098279,4.300125122,5.574263096,4.964794159,4.112254143,3.66929245
5.150310993,5.424312115,3.931077003,4.26393652,5.394317627,5.202539921,4.500380516,3.77190876
3.997857332,4.096685886,4.51376152,5.274701595,4.438497066,3.492199183,5.064713478,4.842466831
5.014018536,5.80628252,3.695177317,4.265092373,5.43228817,4.865151405,4.327764988,3.61189723
5.084121704,5.587403774,3.905603409,4.307135105,5.404597282,5.318425655,4.228563786,3.680726528
4.410385609,4.481948853,4.363499165,4.899752617,4.704730511,4.047492027,4.505189896,4.44601059
4.321837902,4.465516567,4.381165028,4.530059338,4.666497707,4.078509331,4.673074722,4.537132263
5.242917061,5.338037491,3.763132572,4.417011738,5.457222939,5.050765038,4.097029209,3.837780476
4.531736374,6.379539967,4.713888645,3.184078693,4.707973003,5.703760147,5.188359261,2.730452538
4.693045139,3.557597637,4.031718254,5.654993534,5.263133049,2.901566982,4.468742371,5.589170456
5.062529087,5.623918056,3.824702263,4.196583271,5.386419773,4.970224857,4.093970299,3.55423522
4.416027069,4.706099033,4.32294035,4.233285904,4.635044575,4.175637722,4.677812576,4.351320267
3.02439785,5.24436903,5.581474781,4.481276035,3.354024887,4.426832199,6.032306671,4.226615906
4.170250893,4.799622059,4.489367962,4.339449883,4.518981457,4.311152458,4.914529324,4.30709219
4.254652023,4.584847927,4.101166725,4.634465218,4.66019392,4.242194176,4.547695637,4.161031723
4.809473515,5.527272224,3.74410677,4.350883007,5.239774704,4.837822914,4.650761604,3.709020138
4.883796215,3.54625988,3.793146372,5.728197575,5.392193317,3.075650454,4.170202255,5.44522953
4.525788307,6.27611351,4.691172123,3.26200366,4.468356133,5.689635754,4.82839489,2.854192972
4.886629581,3.471644878,3.975968361,6.297753811,5.302907944,2.682318687,4.316861153,5.802821159
5.9398489,5.026772976,2.851522446,5.266246319,6.333608627,4.619461536,3.060472012,4.536056995
3.866075754,5.4523983,3.999798059,5.283576488,5.12623024,3.846827269,5.451870918,4.120481014
4.206707478,4.615101814,4.218553543,4.588125229,4.496403694,4.080884933,4.661531925,4.10591507
5.030063152,5.382131577,3.746105194,4.381003857,5.425991535,5.105540276,4.1992836,3.714945316
0,0,0,0,0,0,0,0
4.454565525,6.104738712,4.620065689,3.420014381,4.742491722,5.380123615,5.266334534,3.042438269
3.496507883,5.412482738,5.27245903,4.089363575,3.65058732,4.790104389,5.690364361,3.721417665
4.582892895,6.279380798,4.619292736,3.347735643,4.80652523,5.691358566,4.821356297,2.855455399
4.289310455,4.557809353,4.16911459,4.635659218,4.645594597,4.189462185,4.581668854,4.161920547
4.772762775,3.844614983,3.939316988,5.591087818,5.327033043,3.034790993,4.231575012,5.510480404
3.048372746,5.217989922,5.599473953,4.410277367,3.269091129,4.434298515,6.023163319,4.237733364
4.779479027,3.110426426,4.205357552,5.784265041,5.126858234,2.867105007,4.489645481,5.712251186
3.825089693,5.405310631,5.727216721,5.375015259,5.026092529,3.865758657,5.341247082,4.111048222
5.584661484,4.789037228,2.970961809,5.06588316,6.00261879,4.454289436,3.418446541,4.633146286
5.216922283,5.493973732,3.70141983,4.260530472,5.602330685,5.083265781,3.954788923,3.649395227
