Est_X,Est_Y,Est_Z,Target_X,Target_Y,Target_Z,Dist_A0,Dist_A1,Dist_A2,Dist_A3,Dist_A4,Dist_A5,Dist_A6,Dist_A7
3.705284119,3.432980299,1.58107841,3.699989319,3.360002518,1.5,5.214562893,5.374177933,3.697933912,4.451775551,5.553255081,5.000273705,3.851578951,3.807936668
2.3751297,3.40647006,1.6480726,2.360443115,3.370807648,1.499993443,4.350700378,4.338419914,4.38462019,4.556050777,4.790157795,4.0351367,4.682697773,4.566743851
3.703505754,3.309360027,1.376961708,3.699979782,3.360005379,1.5,5.043610096,5.870937824,3.722367525,4.261717319,5.45181036,4.971438885,4.273298264,3.612827539
1.67763865,4.386585712,1.5270046,1.703891277,4.35997963,1.5,4.810487747,3.516361237,4.198924065,5.767743111,5.285049915,2.832868099,4.471243858,5.697341442
1.724576235,2.340760231,1.496059179,1.699995518,2.360002518,1.5,3.088660955,5.264316082,5.452374458,4.393270493,3.339168072,4.44430685,5.957453728,4.137525082
3.715919018,3.333461523,1.604530215,3.699989319,3.360002518,1.5,5.203451157,5.559553623,3.920620918,4.263819218,5.291199684,5.053081512,4.024826527,3.734910011
3.70683074,2.344132662,1.544519901,3.699981451,2.36000061,1.5,4.560732841,6.407736778,4.633450031,3.293582439,4.609761238,5.686544418,4.871248245,2.798825502
3.753707886,3.194135189,1.591798663,3.69999218,3.057220936,1.5,5.13202095,5.556362629,3.772082567,4.208435059,5.326319218,5.496736526,4.299748421,3.643153191
1.816480756,3.226490021,1.440093994,1.699998379,3.578854799,1.5,3.701611757,4.443099022,4.763913631,4.946472645,4.391899109,3.939527273,5.273267269,4.388780594
1.67416358,4.418179989,1.550979257,1.699999809,4.35997963,1.5,4.865523338,3.117360115,4.154483795,5.76984024,5.321163177,2.794169188,4.412578583,5.733385563
2.564469576,3.422513247,1.524685502,2.860863686,3.366770029,1.499995947,4.35988903,4.634920597,4.120816231,5.040626526,4.524357319,4.179093361,4.490211487,4.262340546
2.486257315,3.333381414,1.406419754,2.500005722,3.360002518,1.5,4.137584686,4.607274055,4.104139805,4.622004986,4.615702629,4.069133759,4.706562519,4.026996613
1.750191092,4.330666065,1.441947818,1.699999928,4.359841824,1.5,4.700179577,3.612524271,4.005965233,5.729926109,5.179102421,2.878152847,4.481935024,5.624876976
2.259775639,4.418005466,1.493826151,2.716732502,4.359989643,1.5,4.928517818,3.60834074,3.606216669,5.999064445,5.392590046,3.123303652,4.079414368,5.407763004
3.244401932,3.353261232,1.534459114,3.054331303,3.360002279,1.5,5.001459599,5.218624115,4.048480511,4.483350277,5.24845314,4.738097191,4.398284435,3.894634962
2.986155272,3.287097454,1.47121501,3.285366774,3.363345146,1.499997973,4.473903179,4.881105423,4.058218956,4.575487614,4.841666698,4.481588364,4.430894852,3.921961546
2.519717693,3.430326939,1.546707749,2.815016985,3.367140055,1.499995708,4.34920454,4.544734001,4.241589069,4.958957672,4.584647179,4.14800024,4.513339996,4.323481083
1.756930709,2.506531477,1.506905556,1.699996233,2.665426493,1.5,3.201979637,5.200799465,5.320075989,4.456318855,3.572704077,4.394145966,5.802591324,4.182561398
3.727330685,3.344877958,1.545143366,3.699979782,3.360005379,1.5,5.11595583,5.524855614,3.821805954,4.218464375,5.482255936,5.065877914,3.947997093,3.630640507
2.355266809,3.366425991,1.717985153,2.360443115,3.370807648,1.499993443,4.342745304,4.636198521,4.670618534,4.475627422,4.790322781,3.98278594,4.685908318,4.57978487
2.179701805,4.386955261,1.508061886,2.572969913,4.359988213,1.5,4.903978348,3.643998146,3.847758532,5.603161335,5.408411503,3.035215139,4.128051281,5.429013729
3.652160645,3.614765406,1.465168715,3.699994802,3.454140425,1.5,5.341565609,5.333446026,3.31698823,4.699914932,5.563428402,4.706163406,4.011147499,4.006184101
2.392802,3.301924467,0.01981538,2.499995232,3.360013008,-7.67E-08,3.863971233,5.599291325,4.119287968,5.338356018,5.130434036,3.91415,5.367375851,4.080723763
2.723807812,2.34081769,1.434877276,2.298846245,2.359998465,1.5,3.947790861,5.886671543,4.705301762,3.626383305,4.366270542,4.883757591,5.855730057,3.335225344
3.684182644,2.323011875,1.508778453,3.699985504,2.360596895,1.5,4.554291248,6.308899879,4.597043514,3.28214407,4.69995594,5.67079401,4.828095436,2.830957174
2.415386677,3.229907751,1.713823438,2.360443115,3.370807648,1.499993443,4.211844921,4.967138767,4.430546284,4.312122345,4.487242699,4.272173405,4.866636753,4.379083157
3.591151953,2.31063962,1.529033065,3.529397488,2.35999608,1.5,4.535799026,6.29331255,4.717504501,3.320455074,4.375637531,5.58489275,5.038585186,2.948708296
3.714280605,3.325095654,1.522713661,3.699989319,3.360002518,1.5,5.037852287,5.434976578,3.735251427,4.312904358,5.349767208,5.021489143,3.981823683,3.632910013
2.319673061,3.322619677,1.555135012,2.400603771,3.370483637,1.499993682,4.113538265,4.472165108,4.385564804,4.519971848,4.586556435,4.094514847,4.869786739,4.394402027
2.545995235,3.384084225,1.452362299,2.500005722,3.360002518,1.5,4.236002445,4.516954422,4.103165627,4.634757996,4.688374996,4.130023003,4.571346283,4.123560429
3.712988853,3.352168322,1.578342438,3.699979782,3.360005379,1.5,5.15473032,5.559765339,3.863465071,4.284640312,5.536084175,5.086826801,3.980630636,3.648084402
3.67261672,3.338443995,1.571350694,3.683845758,3.360005379,1.5,5.10094595,5.308082581,3.866437912,4.373871326,5.241984844,5.140937805,4.126130104,3.690377951
3.694936991,2.4471457,1.420276046,3.699990749,2.371955156,1.5,4.507766247,6.297258377,4.418124676,3.566069841,4.953207493,5.653331757,4.816963673,3.023376465
2.427267551,3.287679672,0.035514403,2.499996901,3.360011339,0.000263066,3.846420765,5.52648592,4.297759056,5.350135803,5.118822575,3.856745958,5.422962666,4.11645031
1.705830097,2.360070705,1.493791342,1.699995518,2.360002518,1.5,3.105429649,5.335937023,5.47834301,4.421086311,3.304163933,4.443090439,5.970524311,4.171684742
3.650845528,3.59692502,1.461184621,3.699994326,3.437037945,1.5,5.327428818,5.340195179,3.524888039,4.704676628,5.680962563,4.807289124,3.989777088,3.983037233
3.719330311,2.291658401,1.477835774,3.699979782,2.359995842,1.5,4.479809761,6.35342741,4.615983486,3.190742731,4.630643368,5.743872643,4.927473545,2.726286888
3.712711573,2.301250696,1.487731457,3.684298515,2.359995842,1.5,4.56625843,6.431437969,4.556880951,3.191436529,4.706960678,5.705730438,5.144532681,2.78249383
3.796303749,4.374521255,1.569131136,3.699988842,4.359989166,1.5,5.981122494,5.060182095,3.045055389,5.301846504,6.287803173,4.623312473,3.001780272,4.642210484
3.651643991,2.303778887,1.484597564,3.699979782,2.359995842,1.5,4.569121361,6.334807873,4.540188313,3.34736228,4.691839695,5.635402203,5.925697803,2.918644905
3.693047762,3.408072233,1.588301659,3.699939966,3.360002279,1.5,5.217283726,5.218205929,3.75596714,4.43003273,5.519565105,5.123095989,3.982862473,3.856764793
2.923770905,3.306601048,1.525053859,3.194768429,3.364076138,1.499997497,4.427819252,4.948778629,4.094247341,4.512434959,4.766594887,4.466170311,4.456069946,3.96494031
2.318025112,3.269724369,0.081161849,0,0,0,3.84279871,5.344551086,4.005561829,5.359853745,5.081638336,3.831772804,5.352237225,4.13345623
2.507636786,3.326540709,1.462511301,2.500005722,3.360002518,1.5,4.217486858,4.596146107,4.080033779,4.607914448,4.604384899,4.058989048,4.662286758,4.095538139
2.383159161,3.296985865,1.714519382,2.360443115,3.370807648,1.499993443,4.279808998,4.691458702,4.551772118,4.416705608,4.535672665,4.182192326,4.77366066,4.433414936
3.585227013,2.343308687,1.503705263,3.360355377,2.359996557,1.5,4.546161175,6.299540997,4.721390247,3.344420433,5.056069374,5.586835384,5.788348198,3.018126488
2.239297867,3.278004169,0.033737883,0,0,0,3.872862339,5.580381393,4.023103714,5.384077549,5.183037281,3.857082129,5.368690491,4.148341656
3.552758217,3.361826897,1.580658197,3.68522644,3.360119581,1.499999881,5.160707951,5.315032482,3.862044096,4.468309879,5.358713627,4.911108017,4.421321869,3.82325983
1.774994612,2.43681407,1.517154813,1.699995875,2.541045904,1.5,3.257913828,5.063072681,5.387324333,4.403153419,3.519054174,4.445495605,5.783760071,4.155703068
1.69224906,2.356393814,1.490518093,1.699995518,2.360002518,1.5,3.076833963,5.34308672,5.522511482,4.437359333,3.397306681,4.433923244,5.977968216,4.223977089
3.75923419,4.32128191,1.58400774,3.699988842,4.359989166,1.5,5.909652233,5.074877739,3.10722518,5.244563103,6.267644882,4.554578781,3.134146452,4.608548164
3.729313612,2.351060152,1.462584019,3.699979782,2.359995842,1.5,4.632019997,6.334567547,4.466584682,3.361508131,4.816941261,5.700407982,5.466256142,2.816508293
2.432938099,3.339871407,0.22893405,2.360459089,3.370815992,0.745857775,4.008806229,5.42974472,3.846469402,5.157552242,5.079145432,3.903846264,5.356558323,4.012095928
2.447525501,3.418170929,1.480621219,2.500005722,3.360002518,1.5,4.305614948,4.473998547,4.224673271,4.902336121,4.596850395,4.113045216,4.5770998,4.307975292
2.716990232,3.396576405,1.5646137,2.541511297,3.360000134,1.5,4.60074091,4.931661129,3.928622484,4.488762379,4.836237907,4.259188652,4.415544987,4.207095623
2.436110497,3.431055307,1.501205087,2.500005722,3.360002518,1.5,4.365849972,4.439715862,4.285806656,5.010617256,4.492169857,4.072506428,4.500077724,4.323870659
1.653469324,2.369778395,1.465759993,1.699995518,2.360002518,1.5,2.985814571,5.274689198,5.525081635,4.497121334,3.401898623,4.37315321,6.019473553,4.211270332
1.715454578,4.43089962,1.611731291,1.699999809,4.35997963,1.5,4.905985832,3.569223404,4.071388721,5.70916605,5.361685276,2.883223772,4.322892189,5.681344509
3.653865337,4.272893906,1.623984218,3.699988842,4.359989166,1.5,5.794632435,4.970129967,3.084334135,5.10162878,6.095237732,4.559388161,3.402901649,4.659921646
2.304100037,3.287299871,1.485292315,2.360445976,3.370809078,1.49989295,3.965709686,4.437166214,4.284227848,4.691922665,4.431417465,3.909684896,4.937292099,4.262567997
3.749464989,3.347996712,1.493464589,3.699989319,3.360002518,1.5,5.150913239,5.779421329,3.689325094,4.265007496,5.42896843,4.88471508,3.952156067,3.630173922
3.619233608,2.918787003,1.460876465,3.699994802,2.740762472,1.5,4.817036152,5.853209496,4.003994942,3.848417044,4.913583755,5.128749847,4.425474167,3.339464426
2.510123253,3.366446495,1.460736513,2.500005722,3.360002518,1.5,4.239414215,4.604296207,4.14302969,4.649885654,4.634517193,4.086899757,4.576141357,4.104783058
3.658708334,3.82559371,1.499340415,3.699995279,3.628491163,1.5,5.427453041,5.054043293,3.325592279,4.913868904,5.876578331,4.748567104,3.708819151,4.245882511
3.682914495,3.335483074,1.544033289,3.689252377,3.360005379,1.5,5.036456585,5.359462261,3.769310951,4.374893665,5.390980244,5.252979755,4.097984791,3.701971054
2.528450012,3.366922379,1.512455821,2.500005722,3.360002518,1.499401331,4.288937569,4.566766262,4.130645752,4.655950546,4.620616436,4.198368073,4.57769537,4.185292721
3.687354088,3.43016243,1.568808079,3.699989319,3.360002518,1.5,5.198208332,5.335501194,3.711727619,4.435195923,5.536140442,4.990992546,3.914345264,3.796036005
3.723884821,4.353573322,1.617537856,3.699988842,4.359989166,1.5,5.913894653,4.9425807,3.157378674,5.323217869,6.311449051,4.55602932,3.126095057,4.748167992
3.685643196,2.348689079,1.517187595,3.699979782,2.359995842,1.5,4.59739542,6.224351406,4.588396072,3.357832432,4.591329575,5.662793636,4.901600838,2.832506418
3.614314318,4.397710323,1.423879027,3.665096998,4.359995365,1.5,5.697700977,4.848250389,2.652640343,5.307970047,6.07402277,4.295212746,3.195527315,4.651661873
3.756350756,4.347111702,1.619045258,3.699988842,4.359989166,1.5,5.957341194,4.931001186,2.964621067,5.282189369,6.36143446,4.57289362,3.158623934,4.654894352
1.753598094,4.314282417,1.487367034,1.699999809,4.35997963,1.5,4.66550827,3.559818983,4.056900024,5.655653477,5.1760993,2.961612701,4.47536087,5.574960709
3.663937092,3.329017878,1.551951289,3.699979782,3.360005379,1.5,5.012217522,5.464989662,3.74698925,4.361570835,5.361902714,5.086893082,3.976541519,3.671246529
2.450400114,3.348771095,0.141394883,2.360459328,3.370816231,0.588789105,4.01945734,5.405073643,3.959283829,5.248133659,5.289119244,3.916982889,5.283551693,4.04744482
3.006804466,3.283842564,1.444415331,3.328171253,3.362999678,1.499998212,4.502680302,4.87615633,3.974767208,4.47804451,4.944796085,4.481144905,5.018314838,3.924088478
3.743505955,2.358271599,1.457380414,3.699979782,2.359995842,1.5,4.647059441,6.201387882,4.535156727,3.354363203,4.835244656,5.715855122,5.47835207,2.842908621
3.803153038,2.617860794,1.486920476,3.699994802,2.461442471,1.5,4.777087212,6.215813637,4.310428619,3.585924625,5.410766602,5.545211315,4.738314152,3.048772097
3.840572119,4.255297661,1.46337676,3.699992418,4.01079607,1.5,5.949180126,5.14624691,2.751462221,5.236451626,6.155963421,4.614078045,3.107569456,4.50693512
2.330376863,3.270265579,0.079650268,0,0,0,3.865823269,5.503832817,4.027161121,5.363625526,5.110352993,3.846867323,5.324825764,4.121546268
3.731251478,3.31871748,1.636022687,3.699989319,3.360002518,1.5,5.139455318,5.583274841,3.936349392,4.249993324,5.410336018,5.211990356,3.938515186,3.686626434
2.486823559,3.427016258,1.571599722,2.770761251,3.367496967,1.49999547,4.329603672,4.438954353,4.2934618,5.007446289,4.73315239,4.115817547,4.565943241,4.328612328
3.750062704,4.352066994,1.502846122,3.699988842,4.359989166,1.5,5.879786015,5.036217213,3.073548317,5.259196281,6.251627922,4.570202351,3.185248137,4.585389614
2.307605505,4.442191124,1.464564681,2.788861752,4.35999012,1.5,5.002043724,3.785474777,3.752766848,6.127432823,5.5521698,3.083991289,4.031965733,5.366818905
3.75488472,3.305426598,1.360166669,3.699989319,3.360002518,1.5,5.140830994,5.91376543,3.627080441,4.237299919,5.384725094,4.939237118,4.287866592,3.606721163
3.736471176,2.299422503,1.507919431,3.699979782,2.359995842,1.5,4.542328358,6.387588024,4.528849602,3.22212553,4.721498489,5.752524376,4.948660374,2.726245403
3.592041492,3.334871054,1.620042324,3.628986359,3.36000514,1.5,5.016813278,5.334779263,3.945963621,4.452941418,5.320970058,5.11749506,3.996268988,3.692862272
3.681245565,3.267023563,1.473909378,3.699979782,3.360005379,1.5,5.045211792,5.671447277,3.832904577,4.168898106,5.435943604,5.045884132,4.148391247,3.543567657
3.708081007,3.327751398,1.549367785,3.699979782,3.360005379,1.5,5.095162868,5.593797207,3.887185335,4.23597002,5.256879807,5.088784218,4.006707191,3.625112772
3.699497223,3.37623024,1.488811374,3.699987411,3.362121344,1.5,5.159722805,5.48754549,3.799061537,4.371179104,5.539462566,4.996052265,4.524550915,3.734759092
2.416903019,3.30064559,0.463355392,2.500004053,3.360004187,0.181944057,3.817099571,5.169166088,3.969142199,4.967515469,4.805018425,3.736934662,5.095177174,4.098515511
1.714504838,4.399439812,1.453902006,1.699999809,4.35997963,1.5,4.823086739,3.578608513,4.10567379,5.821175098,5.379157543,2.759540558,4.359734058,5.734168053
2.518586159,2.382209539,1.463732123,2.117910147,2.359998941,1.5,3.812895775,5.698740005,4.716321468,3.65323782,3.821434498,4.797463417,5.746650696,3.550448179
2.413320065,3.227211475,1.715595722,2.360443115,3.370807648,1.499993443,4.207862377,4.815551758,4.506664276,4.3098526,4.40001297,4.2806077,4.851708889,4.335513115
2.430562258,3.282179356,0.03149388,2.499997854,3.360010386,0.000813697,3.825311184,5.381533146,4.130558014,5.325832367,5.181422234,3.905440092,5.377254009,4.032787323
3.672369957,3.403002501,1.488768816,3.699989319,3.360002518,1.5,5.166056633,6.178612232,3.691310883,4.422214031,5.540343761,4.886750221,4.184445381,3.753904104
3.68397665,3.322551012,1.516606212,3.699979782,3.360005379,1.5,5.010926723,5.426857948,3.703540087,4.331431866,5.272188187,5.366933346,4.684240341,3.676595449
3.756870508,3.382131338,1.592392802,3.699989319,3.360002518,1.5,5.19601965,5.494616985,3.742429495,4.332857132,5.536452293,5.086549759,3.892181158,3.689472914
2.439516783,3.35466218,0.114687994,2.360459328,3.370816231,0.513543606,4.062553883,5.368641853,4.040936947,5.299158573,5.310867786,3.914647341,5.272560596,4.114853859
1.738094807,4.312541008,1.456391692,1.699999928,4.359414577,1.5,4.656435966,3.651020527,4.130294323,5.640828133,5.277535915,2.932694912,4.48374176,5.61107111
2.407965899,3.25389123,1.712849021,2.360443115,3.370807648,1.499993443,4.25066328,4.772936344,4.503648281,4.338386059,4.577984333,4.186368465,4.796047211,4.408122063
3.726944923,3.319249153,1.637865305,3.699989319,3.360002518,1.5,5.145067692,5.631927013,3.918198109,4.30241394,5.382348061,5.162871361,3.978239536,3.696601629
2.498898506,3.371182919,1.466352105,2.500005722,3.360002518,1.5,4.203822136,4.516212463,4.059060097,4.716060638,4.614705563,4.136356831,4.580620289,4.153749466
1.745817184,4.374504566,1.432105422,1.699999809,4.35997963,1.5,4.738704205,3.54963994,3.997723818,5.80457592,5.397045135,2.815071344,4.441888332,5.662156582
3.693995476,3.474576473,1.442383528,3.699991941,3.380698204,1.5,5.25061655,5.663234711,3.563487053,4.488576889,5.608026505,4.830340385,4.061369896,3.872702122
3.730026245,3.316709995,1.557286739,3.699979782,3.360005379,1.5,5.167431831,5.592647552,3.897408724,4.272152901,5.395947933,5.156917095,4.108604431,3.632146358
1.788563967,2.775587559,1.467315078,1.699997187,3.080289125,1.5,3.311586618,4.824542046,5.132518291,4.605109215,3.770181656,4.230513096,5.547217369,4.159462452
3.685260057,2.277426243,1.447034597,3.699979782,2.359995842,1.5,4.533739567,6.370236874,4.641709805,3.255625963,5.203897953,5.720374107,5.5114398,2.81023407
3.711373568,3.319950104,1.540623188,3.699979782,3.360005379,1.5,5.142783642,5.601877689,3.748589516,4.251739979,5.364064693,5.034459591,4.039577007,3.632601023
3.803730488,4.27420187,1.562545896,3.699990988,4.164787769,1.5,5.931050777,5.088691235,3.074732542,5.224799633,6.325614452,4.626793861,3.195225954,4.607738972
3.694969893,3.310594082,1.475715756,3.699989796,3.310108423,1.5,5.053032875,5.546366215,3.776170969,4.361850262,5.386603832,5.499596596,4.105782986,3.675620317
2.430787086,3.272955656,0.730485797,2.36045742,3.370815039,1.246424437,3.93023324,5.413624287,3.934432745,4.811928749,4.823390961,3.97951293,5.125021458,4.070185661
2.328120708,3.363073349,0.200240165,2.500001669,3.360006571,0.035252258,3.890160322,5.094136238,4.035672188,5.325520039,5.045292854,3.805867672,5.383728504,4.15831852
1.682943702,2.384750843,1.500708461,1.699995518,2.360002518,1.5,3.058285713,5.27568531,5.476028442,4.428362846,3.387656689,4.357414722,5.981579781,4.204463482
2.264741182,3.237170458,0.073230624,0,0,0,3.876906395,5.594179153,5.733564854,5.406760216,5.192335129,3.878130913,5.352226257,4.19737196
3.071156979,2.379359961,1.471817017,2.645194769,2.359997749,1.5,4.22062397,6.015162945,4.704768181,3.576487064,4.366244793,5.274456501,5.144289017,3.242746353
3.659359932,3.25825572,1.602494359,3.699990511,3.245114565,1.5,5.164266586,5.417926788,3.837050915,4.257566929,5.315386295,5.27328968,4.534158707,3.749307156
2.310122252,3.282145977,1.417658806,2.360447645,3.370809793,1.49929285,3.99156785,4.399903297,4.263278484,4.743273735,4.491461754,3.903274775,4.996695042,4.301200867
3.820505619,4.343369007,1.314234376,3.699988842,4.359989166,1.5,5.976225376,5.050924778,2.485413074,5.309318066,6.284743309,4.562252045,3.570439577,4.500468254
2.330079794,3.267261267,0.079020016,0,0,0,3.853702545,5.364980698,4.025321484,5.356407166,5.084195614,3.892867327,5.390194416,4.151567936
2.418367147,2.421476603,1.508795023,2.014150381,2.35999918,1.5,3.759375095,5.53331089,4.823056221,3.6504035,3.884017944,4.817538738,5.376341343,3.618660927
1.776946902,2.425142288,1.515837908,1.699995875,2.507664919,1.5,3.211346865,5.166615486,5.342354774,4.389429569,3.512098789,4.45788002,5.875096798,4.098377228
2.318387747,3.27033782,0.080005296,0,0,0,3.820177794,5.366312027,4.074200153,5.375939846,5.016167641,3.880069733,5.366941929,4.129761219
3.82931757,4.380346298,1.526784897,3.699988842,4.359989166,1.5,5.991036892,5.065132618,2.924393415,5.278713703,6.371045589,4.617366791,2.988718748,4.540637493
2.265414476,3.292582512,0.013144649,0,0,0,3.875747442,5.411306381,5.751922607,5.354767323,5.206437111,3.879752636,5.409257889,4.134860992
2.321768045,3.257506371,0.087422311,0,0,0,3.840319395,5.552073956,4.158975601,5.342285156,5.069190979,3.884788036,5.388577461,4.107447147
2.596469402,3.256559134,1.595561743,2.500858068,3.360001326,1.5,4.396179199,4.861755371,4.21023035,4.149143219,4.646338463,4.221421242,4.65143919,4.278618813
3.728560686,3.321089029,1.579067826,3.699989319,3.360002518,1.5,5.080153942,5.59389782,3.766984224,4.325800419,5.41801405,5.060708046,4.068940639,3.655996084
2.49780488,3.357811689,1.504683495,2.500005722,3.360002518,1.5,4.267373085,4.554458141,4.136873722,4.707463264,4.584280968,4.16321373,4.618022919,4.187445641
2.505452633,3.358163834,1.500590563,2.500005722,3.360002518,1.477499247,4.249120235,4.509924889,4.146302223,4.644345284,4.663850307,4.11274004,4.588716507,4.173766136
1.707736492,4.118599892,1.569255829,1.700000048,4.306972504,1.5,4.513668537,3.61473608,4.384006977,5.51014328,4.837678432,3.278065681,4.668028355,5.4228158
2.318376541,3.26756978,0.084854297,0,0,0,3.872797489,5.520394802,4.180630207,5.350361824,5.015247345,3.863573313,5.388010979,4.085285187
2.518089294,3.375174046,1.463326454,2.500005722,3.360002518,1.5,4.269790649,4.556650162,4.072702885,4.671690941,4.671192646,4.086594582,4.619993687,4.107814789
1.671674132,4.384331226,1.520606637,1.701828241,4.35997963,1.5,4.760226727,3.080699444,4.214923859,5.793749332,5.254318237,2.892891645,4.434943676,5.683607101
3.733474731,3.366073847,1.396418333,3.699989319,3.360002518,1.5,5.111437798,6.191383839,3.634003162,4.373680115,5.532892227,4.895922661,4.082363605,3.698070049
3.651070595,4.266379833,1.620756865,3.699988842,4.359989166,1.5,5.784121513,4.970127106,3.246020317,5.172851086,6.15032053,4.582033634,3.373217344,4.643612862
2.464419365,3.409767151,0.589203596,2.500004768,3.360003471,0.374935657,4.014404297,4.921045303,4.013709068,4.776175022,5.009454727,3.896227598,4.879851341,4.181651592
3.775635004,3.352114201,1.391114116,3.699989319,3.360002518,1.5,5.200123787,6.319572449,3.656360626,4.289658546,5.456257343,4.961752892,3.925640583,3.679627419
3.595708609,4.26508379,1.494938493,3.69998908,4.342690468,1.5,5.566548824,4.755438328,2.850730658,5.074046135,5.8842659,4.443137646,3.390108347,4.634757996
3.7500422,3.298417091,1.446524501,3.699979782,3.360005379,1.5,5.161649704,5.710890293,3.699236155,4.156469345,5.34565115,4.993841171,4.078582764,3.519744158
3.71763587,3.428296328,1.593955636,3.699989319,3.360002518,1.5,5.223348141,5.407225132,3.741758347,4.409112453,5.540935993,5.077300072,3.894384146,3.784599304
3.705597401,3.442978144,1.441332221,3.699991226,3.374541998,1.5,5.237914085,5.714138508,3.573275566,4.497179031,5.616838932,4.865483761,4.031224251,3.868911743
3.780701876,3.267942667,1.440888524,3.699979782,3.360005379,1.5,5.162495136,5.845423698,3.835612059,4.095641136,5.32728529,5.037467957,4.167944431,3.524925709
2.496600866,3.367765427,1.497807026,2.500005722,3.360002518,1.5,4.222395897,4.51970005,4.107548714,4.665112972,4.622028828,4.142697811,4.574025631,4.184837341
2.444137812,3.393089771,1.571150899,2.611722946,3.368780136,1.499994636,4.299167633,4.496891499,4.309631824,4.639584064,4.668757439,4.078977585,4.654434204,4.408082008
3.688671112,3.307367325,1.530156136,3.699990034,3.296852827,1.5,5.100568771,5.534131527,3.858831406,4.337562084,5.251746655,5.282103539,4.249358177,3.658851862
3.69890523,3.372108221,1.564484358,3.699983835,3.36012435,1.5,5.123470783,5.523454189,3.690257788,4.320147038,5.379513741,5.027506351,3.882653952,3.67757678
2.328010559,3.332068682,1.564445734,2.413614273,3.370378733,1.499993682,4.116690636,4.538429737,4.354969025,4.52412796,4.611316681,4.062972069,4.830931187,4.391694069
1.63152051,2.378232002,1.519462943,1.699995518,2.360002518,1.5,3.059498787,5.227844238,5.613039494,4.452028275,3.243898153,4.416193485,6.01868248,4.222811222
1.633553267,2.378835917,1.505223751,1.699995518,2.360002518,1.5,3.064690828,5.114975452,5.58971405,4.499260426,3.307966232,4.433573246,6.048343182,4.223040581
3.677727461,3.341347218,1.363223433,3.699033499,3.360005379,1.5,5.060845852,5.733438015,3.453424692,4.367155552,5.424008846,5.268389702,4.344422817,3.71103549
1.690321445,4.337193012,1.532360792,1.756211162,4.359980106,1.5,4.733138561,3.121528864,4.170681477,5.763447762,5.117197514,2.941055298,4.434025764,5.657851696
3.03144145,3.410132408,1.468378782,2.774766207,3.360001087,1.5,4.894931793,4.931427956,3.679094076,4.545210361,5.052220821,4.566802025,4.771454334,4.053578854
3.787739515,4.337921619,1.35559082,3.699988842,4.359989166,1.5,5.86866188,4.934012413,2.550265312,5.297153473,6.322956562,4.617695808,3.273035049,4.484232426
2.658131123,3.381104231,1.529582739,2.955301285,3.366008043,1.499996305,4.437618256,4.601878643,4.203120232,4.66644907,4.621125698,4.217648029,4.537182808,4.195676804
2.371545076,3.351594687,1.701360583,2.360443115,3.370807648,1.499993443,4.321126938,4.694442272,4.51654768,4.423241615,4.673806667,3.972497463,4.689183235,4.557374001
3.71907115,3.423341513,1.596484065,3.699989319,3.360002518,1.5,5.315572739,5.471502304,3.684737206,4.407711506,5.51881361,5.096645832,3.904176235,3.794970274
1.697485089,2.308265209,1.486736178,1.699995518,2.360002518,1.5,3.029366016,5.364254475,5.487525463,4.439580917,3.299005747,4.458009243,6.000605106,4.212893486
2.322070599,3.260195732,0.086325295,0,0,0,3.82760191,5.493565559,4.103411674,5.360336304,5.210257053,3.863663912,5.363740921,4.125833511
3.692040205,3.273766518,1.608899713,3.699989319,3.360002518,1.5,5.19242382,5.554901123,3.908345222,4.227766514,5.272208214,5.239990234,4.453110218,3.683470488
3.781745434,4.371201515,1.607745051,3.699988842,4.359989166,1.5,5.99945116,4.891499043,3.009203196,5.249584675,6.244551182,4.600544453,3.067058802,4.62442255
2.513795137,3.358868361,1.503564358,2.500005722,3.360002518,1.5,4.248385906,4.569888115,4.209187508,4.683517933,4.62174511,4.176663876,4.552770615,4.192035198
3.577261686,3.295046091,1.444415331,3.544065714,3.360004663,1.5,4.960692406,5.307914734,3.545366287,4.342785358,5.321372986,5.023735046,4.592785835,3.677995205
2.35916543,3.351141691,0.054764137,2.360459566,3.370816469,0.100347169,4.015851021,5.456462383,4.279056549,5.354204655,5.361569881,3.873588085,5.286857128,4.201032162
2.439846039,3.430193186,1.520880103,2.500005722,3.360002518,1.5,4.358013153,4.470866203,4.332260609,4.851301193,4.782245636,4.054699421,4.497937679,4.376049519
2.34368062,3.272472858,1.353744745,2.360449314,3.370810509,1.497529626,3.93794322,4.518998146,4.277468681,4.707296848,4.639498234,4.150015354,5.073950768,4.276497364
1.750066042,2.368061304,1.494958043,1.699995518,2.360002518,1.5,3.155750036,5.324610233,5.305331707,4.324412823,3.491401911,4.483507633,5.931360245,4.120946884
3.809671164,4.40308857,1.329901695,3.699988842,4.359989166,1.5,6.047562122,5.094052315,2.393657207,5.420245171,6.30226326,4.612909794,3.398562431,4.609148026
3.774925232,2.668582201,1.549711943,3.699995279,2.503270626,1.5,4.876289845,6.017108917,4.222843647,3.592119694,4.775484562,5.512459278,4.542141438,3.141615152
3.726311445,2.294319868,1.491618276,3.699979782,2.359995842,1.5,4.532607079,6.399886608,4.680330276,3.27725029,4.765786648,5.723242283,5.162900925,2.713185072
3.67983222,3.324945211,1.438972712,3.699979782,3.360005379,1.5,5.031208038,5.639484406,3.523224115,4.34539938,5.444221497,4.946889877,4.291924953,3.72189784
